src	src-sense-id	prob-sense	dst	dst-sense-id	similarity
python	4	0.0732112654816372	urolophus	1	0.72124165
python	4	0.0732112654816372	harpy	1	0.71713895
python	4	0.0732112654816372	jentink	1	0.71375626
python	4	0.0732112654816372	thomasi	1	0.71330535
python	4	0.0732112654816372	ocelot	1	0.7448825
python	4	0.0732112654816372	skulled	1	0.7399531
python	4	0.0732112654816372	porcupine	1	0.7284993
python	4	0.0732112654816372	tusked	1	0.7244452
python	4	0.0732112654816372	tasmanian	3	0.7217327
python	4	0.0732112654816372	prioniturus	1	0.7189488
python	4	0.0732112654816372	kookaburra	1	0.7168002
python	4	0.0732112654816372	kangaroo	3	0.71651
python	5	0.27209036116704005	java	5	0.81366307
python	5	0.27209036116704005	ironpython	1	0.81273925
python	5	0.27209036116704005	perl	2	0.81153655
python	5	0.27209036116704005	gtk	2	0.81058234
python	5	0.27209036116704005	linux	2	0.80949944
python	5	0.27209036116704005	lisp	3	0.79782116
python	5	0.27209036116704005	compiler	3	0.79759985
python	5	0.27209036116704005	unix	4	0.79524004
python	5	0.27209036116704005	awk	3	0.78561574
python	5	0.27209036116704005	kde	3	0.78293663
python	5	0.27209036116704005	opengl	2	0.78236896
python	5	0.27209036116704005	freebsd	2	0.78190196
python	5	0.27209036116704005	applescript	1	0.8181705
python	5	0.27209036116704005	lyx	1	0.7989819
python	5	0.27209036116704005	gnu	4	0.7985552
python	5	0.27209036116704005	firefox	2	0.7948489
python	5	0.27209036116704005	ruby	2	0.7868923
python	5	0.27209036116704005	perl	5	0.7866451
python	5	0.27209036116704005	javascript	2	0.7810061
python	5	0.27209036116704005	wsgi	1	0.79294
society	1	0.19708981325194833	pharmacological	3	0.80353487
society	1	0.19708981325194833	institute	2	0.79906404
society	1	0.19708981325194833	geographers	1	0.79212815
society	1	0.19708981325194833	journal	3	0.78529286
society	1	0.19708981325194833	psychological	3	0.77856106
society	1	0.19708981325194833	association	4	0.77590495
society	1	0.19708981325194833	centre	1	0.73360497
society	1	0.19708981325194833	australasian	1	0.8525576
society	1	0.19708981325194833	geographical	4	0.8243243
society	1	0.19708981325194833	international	4	0.8209145
society	1	0.19708981325194833	anthropological	1	0.7929398
society	1	0.19708981325194833	astronomical	3	0.7803192
society	1	0.19708981325194833	american	3	0.7791939
society	1	0.19708981325194833	british	1	0.7682399
society	1	0.19708981325194833	medical	3	0.7499405
society	1	0.19708981325194833	microbiology	2	0.7433898
society	1	0.19708981325194833	mycological	1	0.7327725
society	1	0.19708981325194833	societies	3	0.7309008
society	1	0.19708981325194833	consortium	2	0.7303181
society	1	0.19708981325194833	royal	1	0.799528
society	2	0.25235370233471843	association	3	0.78527933
society	2	0.25235370233471843	philatelic	1	0.75591224
society	2	0.25235370233471843	historical	1	0.70704967
society	2	0.25235370233471843	photographic	2	0.69669586
society	2	0.25235370233471843	philomathean	1	0.69590443
society	2	0.25235370233471843	geographical	4	0.69099295
society	2	0.25235370233471843	missionary	1	0.68759453
society	2	0.25235370233471843	palaeontographical	1	0.68215096
society	2	0.25235370233471843	philosophical	1	0.7512702
society	2	0.25235370233471843	societies	1	0.7279355
society	2	0.25235370233471843	chapter	4	0.7256292
society	2	0.25235370233471843	antiquaries	1	0.7246582
society	2	0.25235370233471843	benevolent	1	0.7081585
society	2	0.25235370233471843	numismatic	1	0.7070357
society	2	0.25235370233471843	astronomical	3	0.6969698
society	2	0.25235370233471843	theosophical	1	0.6916533
society	2	0.25235370233471843	scottish	2	0.6865782
society	2	0.25235370233471843	societyas	2	0.6846196
society	2	0.25235370233471843	anthropological	1	0.6825599
society	2	0.25235370233471843	freemasonry	3	0.6815663
society	3	0.07057132589175666	antiquaries	3	0.74255854
society	3	0.07057132589175666	heraldry	3	0.70795566
society	3	0.07057132589175666	theosophical	2	0.68100786
society	3	0.07057132589175666	lddc	2	0.66521925
society	3	0.07057132589175666	fellowship	5	0.65831834
