src	src-sense-id	prob-sense	dst	dst-sense-id	similarity
society	5	0.3375716809261857	consumerist	1	0.81539273
society	5	0.3375716809261857	societies	2	0.81205845
society	5	0.3375716809261857	citizenry	1	0.80763966
society	5	0.3375716809261857	democracy	4	0.80233884
society	5	0.3375716809261857	movement	2	0.79316187
society	5	0.3375716809261857	politics	4	0.78279644
society	5	0.3375716809261857	values	5	0.76904666
society	5	0.3375716809261857	genuinely	4	0.76533604
society	5	0.3375716809261857	tribalism	1	0.75715685
society	5	0.3375716809261857	multicultural	2	0.8025914
society	5	0.3375716809261857	civilized	1	0.7945779
society	5	0.3375716809261857	pluralist	1	0.7897238
society	5	0.3375716809261857	pluralistic	1	0.7826082
society	5	0.3375716809261857	humanitarianism	1	0.7727812
society	5	0.3375716809261857	democratic	4	0.7725654
society	5	0.3375716809261857	meritocracy	1	0.7662403
society	5	0.3375716809261857	democracies	1	0.7650285
society	5	0.3375716809261857	globalised	1	0.7606082
society	5	0.3375716809261857	sphere	2	0.7545852
tree	1	0.3880483628738644	trees	1	0.80399567
tree	1	0.3880483628738644	vine	2	0.79329824
tree	1	0.3880483628738644	thicket	1	0.76895267
tree	1	0.3880483628738644	withered	1	0.75642365
tree	1	0.3880483628738644	withes	1	0.75471765
tree	1	0.3880483628738644	hedgerow	4	0.75189275
tree	1	0.3880483628738644	shade	1	0.73692316
tree	1	0.3880483628738644	sycamore	4	0.72456026
tree	1	0.3880483628738644	boughs	1	0.7737127
tree	1	0.3880483628738644	twig	1	0.7684578
tree	1	0.3880483628738644	branches	3	0.7650499
tree	1	0.3880483628738644	garden	3	0.7372149
tree	1	0.3880483628738644	dove	4	0.7370686
tree	1	0.3880483628738644	bushes	3	0.7367087
tree	1	0.3880483628738644	bamboo	2	0.7357113
tree	1	0.3880483628738644	thorn	3	0.7248644
tree	1	0.3880483628738644	yew	4	0.7247219
tree	1	0.3880483628738644	grove	4	0.7240981
tree	1	0.3880483628738644	bough	1	0.827086
tree	1	0.3880483628738644	sapling	2	0.755634
tree	2	0.17638555994642924	structure	1	0.76071733
tree	2	0.17638555994642924	cref	2	0.74136424
tree	2	0.17638555994642924	defining	1	0.72565067
tree	2	0.17638555994642924	lexical	1	0.72506815
tree	2	0.17638555994642924	binding	4	0.72231555
tree	2	0.17638555994642924	referencing	1	0.71842533
tree	2	0.17638555994642924	hierarchical	1	0.71396035
tree	2	0.17638555994642924	iterator	2	0.70543575
tree	2	0.17638555994642924	hierarchy	3	0.69897693
tree	2	0.17638555994642924	parse	2	0.69702995
tree	2	0.17638555994642924	typeof	2	0.69665366
tree	2	0.17638555994642924	trees	5	0.7640072
tree	2	0.17638555994642924	traversal	2	0.7517532
tree	2	0.17638555994642924	widget	3	0.7167683
tree	2	0.17638555994642924	sherloc	1	0.7126688
tree	2	0.17638555994642924	mapping	1	0.7063735
tree	2	0.17638555994642924	specification	4	0.7013328
tree	2	0.17638555994642924	query	1	0.6990569
tree	2	0.17638555994642924	datatype	2	0.6960425
tree	2	0.17638555994642924	sitemapnode	1	0.711492
tree	3	0.2859636656503639	dwarf	1	0.90610945
tree	3	0.2859636656503639	shrubby	2	0.89872795
tree	3	0.2859636656503639	eucalyptus	1	0.89367616
tree	3	0.2859636656503639	understory	1	0.88441545
tree	3	0.2859636656503639	hickories	1	0.87654406
tree	3	0.2859636656503639	baobab	1	0.87553924
tree	3	0.2859636656503639	dogwood	1	0.87321365
tree	3	0.2859636656503639	acacias	1	0.86912334
tree	3	0.2859636656503639	bamboo	3	0.86582583
tree	3	0.2859636656503639	hawthorn	1	0.86356515
tree	3	0.2859636656503639	cypress	2	0.86012614
tree	3	0.2859636656503639	cactus	2	0.8980824
tree	3	0.2859636656503639	thorny	1	0.8772527
tree	3	0.2859636656503639	understorey	1	0.8625677
tree	3	0.2859636656503639	vine	1	0.8607796
tree	3	0.2859636656503639	oak	2	0.8602723
tree	3	0.2859636656503639	trees	3	0.8600815
tree	3	0.2859636656503639	woody	2	0.8597322
tree	3	0.2859636656503639	evergreen	1	0.878168
tree	3	0.2859636656503639	groundsel	1	0.864377
tree	5	0.14959520803539922	trees	2	0.74769914
tree	5	0.14959520803539922	wildflower	2	0.73489326
tree	5	0.14959520803539922	willow	1	0.70198154
tree	5	0.14959520803539922	horticultural	4	0.69771713
tree	5	0.14959520803539922	lilac	4	0.69123316
tree	5	0.14959520803539922	rosemoor	1	0.64988494
tree	5	0.14959520803539922	elm	2	0.7217333
tree	5	0.14959520803539922	pear	3	0.6896753
tree	5	0.14959520803539922	yew	3	0.6819114
tree	5	0.14959520803539922	rowans	1	0.6796139
tree	5	0.14959520803539922	arches	3	0.6713767
tree	5	0.14959520803539922	fir	4	0.6668506
tree	5	0.14959520803539922	shrubs	3	0.6634975
tree	5	0.14959520803539922	garden	5	0.6588276
tree	5	0.14959520803539922	wisley	1	0.6585069
tree	5	0.14959520803539922	hop	4	0.6562212
tree	5	0.14959520803539922	leonardslee	1	0.6541997
tree	5	0.14959520803539922	brambly	2	0.6499646
tree	5	0.14959520803539922	borde	2	0.6483874
tree	5	0.14959520803539922	mistletoe	3	0.692905
union	1	0.23518890591070749	eu	1	0.71399885
union	1	0.23518890591070749	trade	4	0.69840795
union	1	0.23518890591070749	movement	2	0.69818187
union	1	0.23518890591070749	nezavisnost	1	0.65016365
union	1	0.23518890591070749	wto	4	0.64781547
union	1	0.23518890591070749	coalition	3	0.64354175
union	1	0.23518890591070749	eec	2	0.63621044
union	1	0.23518890591070749	unionists	3	0.62239337
union	1	0.23518890591070749	opzz	1	0.62189764
union	1	0.23518890591070749	unions	1	0.7303247
union	1	0.23518890591070749	commonwealth	1	0.7220985
union	1	0.23518890591070749	communist	2	0.6566401
union	1	0.23518890591070749	unionism	1	0.6434615
union	1	0.23518890591070749	party	1	0.6420908
union	1	0.23518890591070749	unions	4	0.6400004
union	1	0.23518890591070749	european	4	0.6398646
union	1	0.23518890591070749	ssscg	1	0.6252867
union	1	0.23518890591070749	fiom	1	0.6201218
union	1	0.23518890591070749	leaderships	1	0.6189053
union	1	0.23518890591070749	union	3	0.6147731
union	2	0.1953160141030261	branch	2	0.72807944
union	2	0.1953160141030261	rochester	5	0.71976215
union	2	0.1953160141030261	seymour	4	0.71837276
union	2	0.1953160141030261	clinton	3	0.71697414
union	2	0.1953160141030261	addison	3	0.70955473
union	2	0.1953160141030261	haverhill	2	0.70377284
union	2	0.1953160141030261	clayton	1	0.70341885
union	2	0.1953160141030261	billerica	1	0.70298046
union	2	0.1953160141030261	flint	3	0.69599605
union	2	0.1953160141030261	northampton	4	0.69551265
union	2	0.1953160141030261	grand	3	0.7190381
union	2	0.1953160141030261	davenport	3	0.7184519
union	2	0.1953160141030261	penn	1	0.7143385
union	2	0.1953160141030261	anson	5	0.7089042
union	2	0.1953160141030261	elgin	4	0.7059442
union	2	0.1953160141030261	mills	2	0.7034426
union	2	0.1953160141030261	fulton	2	0.7031047
union	2	0.1953160141030261	hingham	2	0.6957653
union	2	0.1953160141030261	gardiner	4	0.6955325
union	2	0.1953160141030261	providence	5	0.6952673
union	3	0.24847986486866896	ec	1	0.72523916
union	3	0.24847986486866896	presidency	3	0.72196406
union	3	0.24847986486866896	european	3	0.68577516
union	3	0.24847986486866896	eu	3	0.68200135
union	3	0.24847986486866896	unions	3	0.64688104
union	3	0.24847986486866896	nus	2	0.63692147
union	3	0.24847986486866896	etuc	1	0.7889764
union	3	0.24847986486866896	efta	1	0.6944035
union	3	0.24847986486866896	g8	4	0.6799376
union	3	0.24847986486866896	tuc	4	0.6781877
union	3	0.24847986486866896	commission	4	0.6708714
union	3	0.24847986486866896	enlargement	1	0.6444118
union	3	0.24847986486866896	eus	2	0.6425248
union	3	0.24847986486866896	ilo	1	0.6376966
union	3	0.24847986486866896	international	1	0.6352007
union	3	0.24847986486866896	confederation	2	0.696746
union	3	0.24847986486866896	wto	1	0.687052
union	3	0.24847986486866896	trade	4	0.674252
union	3	0.24847986486866896	eu	1	0.657075
union	3	0.24847986486866896	epsu	1	0.636615
union	4	0.08332766312081631	rugby	5	0.78229094
union	4	0.08332766312081631	league	4	0.77814186
union	4	0.08332766312081631	premier	1	0.72339374
union	4	0.08332766312081631	football	5	0.71738106
union	4	0.08332766312081631	rugby	1	0.71258974
union	4	0.08332766312081631	currently	2	0.69250035
union	4	0.08332766312081631	team	3	0.68768907
union	4	0.08332766312081631	national	2	0.68666875
union	4	0.08332766312081631	amateur	1	0.68045896
union	4	0.08332766312081631	league	3	0.68013877
union	4	0.08332766312081631	club	1	0.7536493
union	4	0.08332766312081631	28sevens	1	0.7230163
union	4	0.08332766312081631	leagues	2	0.7065924
union	4	0.08332766312081631	defunct	1	0.6961473
union	4	0.08332766312081631	soccer	4	0.6955354
union	4	0.08332766312081631	futsal	2	0.6952034
union	4	0.08332766312081631	federation	2	0.6912914
union	4	0.08332766312081631	association	5	0.6908708
union	4	0.08332766312081631	netball	2	0.6801987
union	4	0.08332766312081631	professional	1	0.6800748
union	5	0.2376875519967811	czechoslovak	1	0.82662874
union	5	0.2376875519967811	revolutionary	5	0.81067175
union	5	0.2376875519967811	comintern	1	0.80940455
union	5	0.2376875519967811	soviet	3	0.79612255
union	5	0.2376875519967811	latvian	3	0.79323804
union	5	0.2376875519967811	usdrp	2	0.78946984
union	5	0.2376875519967811	ukrainian	1	0.8262896
union	5	0.2376875519967811	petrograd	1	0.8066965
union	5	0.2376875519967811	ussr	3	0.7910454
union	5	0.2376875519967811	patriotic	3	0.7901092
union	5	0.2376875519967811	russian	4	0.7899225
union	5	0.2376875519967811	federation	1	0.7884805
union	5	0.2376875519967811	socialist	3	0.7800508
union	5	0.2376875519967811	soviets	2	0.7788007
union	5	0.2376875519967811	latvia	2	0.7787734
union	5	0.2376875519967811	front	1	0.7785717
union	5	0.2376875519967811	polish	4	0.7736654
union	5	0.2376875519967811	communist	3	0.7729823
union	5	0.2376875519967811	czechoslovakia	3	0.7716352
union	5	0.2376875519967811	bolshevik	1	0.791789
